Specified Values,Specified Attribute Names,Country,Fitness,Prediction,Prediction Error,Accuracy,Numerosity,Avg Action Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Experience,Match Count
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_2, R_0, R_2, R_4, R_7",0.0,0.10987558425740139,0.0,0.0,1.0,1,21.685248,4964,2973,0.5454545454545454,0.0004493423345526687,12,31
"0.0, 1.0, 1.0, 0.0, 1.0","A_1, A_2, R_1, R_4, R_5",1.0,0.42223568864929306,1000.0,0.0,1.0,6,20.981298674826522,4759,2980,0.45454545454545453,0.0026085343534443407,43,62
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_2, R_4, R_5",0.0,0.05118467035168796,0.0,0.0,1.0,1,19.0,4948,2980,0.6363636363636364,0.00039370102460902016,4,15
"1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_5",0.0,0.5491762748944243,0.0,0.0,1.0,6,17.109804867747194,4948,2983,0.36363636363636365,0.0021272045391449905,25,126
"0.0, 1.0, 0.0, 0.0","A_0, A_2, R_1, R_3",0.0,0.2134183021184617,1000.0,0.0,1.0,4,19.52369217355279,4908,3000,0.36363636363636365,0.0016182100237639664,99,125
"0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, R_0, R_1, R_2, R_3, R_5, R_7",1.0,0.045486805741964016,840.0,160.0,9.5367431640625e-08,1,30.60992,4688,3003,0.6363636363636364,0.0006342714140631651,9,15
"1.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, R_1, R_2, R_4, R_5",0.0,0.18602599820089097,1000.0,0.0,1.0,1,15.414188734906368,4081,3010,0.5454545454545454,0.0003193990472868133,20,31
"0.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, R_2, R_3, R_6, R_7",1.0,0.019915615422414427,664.2508799999999,398.0055893333334,1.0012767796279954e-09,1,14.6048768,4898,3011,0.5454545454545454,0.0003026292084446583,12,29
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_3, R_5, R_7",0.0,0.033543335226503004,0.0,0.0,1.0,1,30.666666666666668,4998,3019,0.6363636363636364,0.0006354472677899975,3,14
"1.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, R_1, R_2, R_5, R_6",0.0,0.0012753995821054955,885.61004724224,214.68069669546668,2.1929817622214978e-08,1,19.130968602214402,4560,3023,0.5454545454545454,0.00039641483897130545,18,30
"1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_2, R_1, R_3, R_4, R_5, R_6",0.0,0.03858820317510433,795.2589823999999,310.12552704,3.485879925240816e-09,1,16.6003403776,4851,3034,0.5454545454545454,0.00034397742186945303,14,29
"0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_2, R_3, R_6",0.0,0.07174640248115952,0.0,0.0,1.0,1,25.795479470080004,4852,3059,0.45454545454545453,0.00053451087882376,15,59
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, R_1, R_2, R_3, R_5, R_7",0.0,0.16636522736450887,1000.0,0.0,1.0,1,17.203200000000002,4658,3084,0.6363636363636364,0.0003564693403449419,8,13
"0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_2, R_3",0.0,0.10400987704139644,0.0,0.0,1.0,2,26.398940995584002,4998,3086,0.45454545454545453,0.0010940305387952094,16,58
"0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_1",1.0,0.21686509348794852,1000.0,0.0,1.0,3,21.589260845715962,4812,3087,0.36363636363636365,0.0013420601235015436,79,120
"0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_6",1.0,0.19266228645703443,1000.0,0.0,1.0,2,20.947689935896282,4620,3087,0.45454545454545453,0.0008681186306267817,42,61
"1.0, 0.0, 1.0, 1.0","A_0, A_2, R_4, R_6",1.0,0.047532345024293,1000.0,0.0,1.0,1,26.30707434288812,4957,3092,0.36363636363636365,0.0005451116906979326,88,116
"1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, R_0, R_3, R_4, R_5, R_7",1.0,0.012237041883734413,480.0,365.3333333333333,1.536574079731086e-09,1,19.32,4668,3093,0.6363636363636364,0.0004003317787076984,6,12
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_2, R_5",0.0,0.34845294362606705,1000.0,0.0,1.0,1,15.122190429308898,4825,3100,0.5454545454545454,0.0003133485192816648,23,28
"0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_2, R_7",0.0,0.3224381870674846,0.0,0.0,1.0,1,14.8,3999,3102,0.6363636363636364,0.0003066723770638683,5,15
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_5",0.0,0.08952549635547702,1000.0,0.0,1.0,1,20.348332892089964,4851,3107,0.45454545454545453,0.00042163997414217076,48,60
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_4, R_5, R_6",0.0,0.07814466903851573,1000.0,0.0,1.0,1,24.74467584,3107,3107,0.6363636363636364,0.0005127370648329508,12,13
"1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_7",0.0,0.055585528334103324,1000.0,0.0,1.0,1,24.804279674982904,4984,3112,0.45454545454545453,0.0005139721222489191,49,55
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_3, R_5",1.0,0.14137847041914042,0.0,0.0,1.0,2,17.2,4934,3120,0.5454545454545454,0.0007128060656079101,5,29
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_5, R_6",1.0,0.15466317386512565,0.0,0.0,1.0,2,20.988608,4761,3120,0.45454545454545453,0.0008698143657596923,12,59
"0.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_4, R_7",0.0,0.045494301246696775,510.8224,398.71488,9.924023432195564e-10,2,18.4616448,4964,3126,0.5454545454545454,0.0007650914182871356,11,28
"0.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, R_0, R_1, R_3, R_7",0.0,0.0015145409686099583,608.58212352,362.2803592533333,1.6024188728487596e-09,2,23.83084711936,4998,3146,0.5454545454545454,0.000987603045072942,15,29
"1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_2, R_0, R_1, R_2, R_3, R_7",0.0,0.11058482382795892,320.0,306.6666666666667,3.686949056319714e-09,1,15.919999999999998,3941,3150,0.5454545454545454,0.0003298800164092421,6,28
"1.0, 1.0, 0.0, 1.0, 1.0","A_2, R_1, R_2, R_3, R_7",0.0,0.006095903198300803,342.33133629440005,366.8392880810667,1.5052921272900927e-09,1,16.0475778981888,4900,3153,0.45454545454545453,0.00033252357163210503,17,58
"0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_2, R_1, R_2, R_4, R_5, R_7",0.0,0.11199457757651812,934.464,117.96479999999997,4.3776175959427164e-07,1,12.5918614667264,4929,3165,0.5454545454545454,0.0002609173032202643,18,28
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_1, R_7",1.0,0.18252999848062795,0.0,0.0,1.0,1,21.06736918528,4980,3167,0.45454545454545453,0.00043653920179269654,15,56
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, R_0, R_2, R_3, R_4",1.0,0.002755787557475883,986.2561046528,43.980465111039976,6.077163357286291e-05,1,29.29950868373504,4687,3170,0.5454545454545454,0.0006071182415435457,18,28
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, R_0, R_1, R_2, R_3, R_5, R_6",0.0,0.05688523761881787,0.0,0.0,1.0,1,22.0,4968,3183,0.6363636363636364,0.0004558643442841286,3,15
"0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_7",1.0,0.2846592053981824,0.0,0.0,1.0,2,16.974198272,4969,3202,0.45454545454545453,0.0007034483422740062,13,53
"0.0, 1.0, 1.0, 1.0, 1.0","A_2, R_0, R_2, R_6, R_7",0.0,0.02819905979880197,375.01083648,362.29573836800006,1.602078795822481e-09,1,22.426534341967873,4868,3215,0.45454545454545453,0.0004647026078348489,19,59
"1.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_1, R_1, R_2, R_3, R_5, R_6",0.0,0.009048842852363284,834.19392,287.6593493333333,5.077004298897632e-09,1,19.52422912,4645,3245,0.5454545454545454,0.0004045636320655404,12,23
"0.0, 1.0, 1.0, 0.0, 1.0","A_1, A_2, R_1, R_4, R_5",0.0,0.07423849563306217,0.0,0.0,1.0,1,23.89131020288,4948,3250,0.45454545454545453,0.0004950543845329365,15,50
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, R_1, R_4, R_5",1.0,0.17099964748252353,1000.0,0.0,1.0,2,23.10892655424496,4917,3252,0.45454545454545453,0.0009576850591600877,46,54
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, R_3, R_4, R_5, R_7",1.0,0.015430724480874302,915.7741569907863,141.21770924054027,1.780550060301854e-07,1,26.006716921034837,4831,3252,0.45454545454545453,0.0005388879525541135,37,57
"1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, R_3, R_6, R_7",1.0,0.0009061794708652163,838.31171989504,293.7238431552853,4.574082464211286e-09,1,17.63744551682048,4917,3271,0.45454545454545453,0.00036546738797147327,18,54
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_1, A_2, R_1, R_2, R_4, R_5",1.0,0.08969706135486717,1000.0,0.0,1.0,1,19.708762595328,4759,3277,0.5454545454545454,0.0004083873698713981,16,22
"0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_4, R_6, R_7",0.0,0.041970615092595115,400.00000000000006,313.3333333333334,3.3110596560752634e-09,1,19.0,4964,3279,0.6363636363636364,0.00039370102460902016,5,13
"0.0, 1.0, 0.0, 1.0, 1.0","A_0, R_0, R_1, R_2, R_5",1.0,0.015494994444807147,827.9765852160001,250.45151252479997,1.0148029146271652e-08,1,22.41513433346551,4977,3287,0.45454545454545453,0.0004644663870439051,29,54
"1.0, 0.0, 0.0, 0.0, 1.0, 1.0","A_1, A_2, R_2, R_3, R_6, R_7",1.0,0.012777851382274016,718.08,258.304,8.696496815354037e-09,1,21.872551936,4997,3295,0.5454545454545454,0.0004532234793693267,13,23
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, R_0, R_1, R_6, R_7",0.0,0.0039186790377695015,765.6402616319999,251.62596898133336,9.913401560334033e-09,1,20.298632060928,4991,3310,0.5454545454545454,0.0004206101179236242,16,23
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_1, A_2, R_1, R_4, R_5, R_6, R_7",0.0,0.19968004886162857,1000.0,0.0,1.0,1,12.069759999999999,4815,3316,0.6363636363636364,0.0002500987830939456,9,14
"0.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, R_1, R_2, R_3, R_5",0.0,0.30153787566407614,1000.0,0.0,1.0,2,15.621516450037763,4335,3326,0.5454545454545454,0.0006473902139291084,18,24
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_6, R_7",0.0,0.1339580881100376,0.0,0.0,1.0,1,19.219392,4685,3332,0.5454545454545454,0.0003982470696190739,10,26
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_5, R_6",1.0,0.09737110135799616,0.0,0.0,1.0,1,19.4,4761,3343,0.5454545454545454,0.0004019894672323679,5,28
"1.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_3, R_5",0.0,0.031194843057114566,918.08,131.07199999999997,2.5849394142282147e-07,1,22.59990784,4394,3361,0.5454545454545454,0.00046829509856196987,12,24
"1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, R_2, R_3, R_4, R_5, R_7",0.0,0.014023270919379986,792.7424000000001,309.38453333333325,3.527824777281067e-09,1,20.251916799999996,4557,3361,0.5454545454545454,0.000419642126024033,11,24
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, R_5, R_6, R_7",0.0,0.1066702102398433,1000.0,0.0,1.0,1,29.20306363412751,4667,3371,0.45454545454545453,0.0006051197933936008,39,45
"1.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, R_0, R_3, R_7",0.0,0.08105415310106508,1000.0,0.0,1.0,2,22.56890439963741,4984,3376,0.45454545454545453,0.0009353053459410812,39,52
"0.0, 0.0, 0.0, 1.0, 0.0","A_1, A_2, R_1, R_2, R_7",0.0,0.002706068831677533,522.5515892867072,405.1791709662959,9.157236749645925e-10,1,22.021443705103973,4965,3391,0.45454545454545453,0.010149575033379718,20,50
"0.0, 0.0, 1.0, 0.0, 0.0","A_1, A_2, R_0, R_1, R_2",0.0,0.003029794563908032,325.57003282841595,400.2003773205163,9.74120159434579e-10,1,16.939876903911422,4897,3401,0.45454545454545453,0.00035101299441161067,19,46
"0.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_1, R_7",0.0,0.1458730034420861,0.0,0.0,1.0,2,18.0,4964,3401,0.5454545454545454,0.0007459598361013013,3,21
"0.0, 1.0, 1.0, 0.0, 1.0","A_0, R_0, R_1, R_2, R_6",0.0,0.008605450960516528,568.886153216,417.66502509226666,7.867911265332523e-10,1,14.725364903936002,4875,3409,0.45454545454545453,0.0003051258552853321,16,45
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_6, R_7",0.0,0.03103247881180231,0.0,0.0,1.0,1,33.5,4319,3409,0.6363636363636364,0.0006941570697053776,2,13
"0.0, 0.0, 0.0, 1.0, 1.0","R_2, R_3, R_5, R_6, R_7",1.0,0.07979758190604755,648.0605532307587,326.8221161696902,2.681901427298744e-09,1,20.011491419598354,4997,3412,0.45454545454545453,0.00041466024609739405,23,49
"0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_2",1.0,0.5023156134193982,1000.0,0.0,1.0,6,25.681678841578876,4898,3421,0.36363636363636365,0.003192916823245073,66,99
"0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_2, R_3, R_5",1.0,0.3210143641371151,1000.0,0.0,1.0,1,14.943999999999999,4956,3422,0.6363636363636364,0.0003096562164082735,7,10
"1.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, R_2, R_3, R_7",0.0,0.5467409576103671,0.0,0.0,1.0,1,14.01258811392,4893,3426,0.45454545454545453,0.00029035633146707793,15,46
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_5, R_7",1.0,0.15366336172311806,0.0,0.0,1.0,1,15.500736,4761,3433,0.45454545454545453,0.00032119240238915394,10,47
"1.0, 1.0, 1.0, 0.0, 1.0","A_0, R_3, R_4, R_6, R_7",0.0,0.0058817485670801355,829.685829632,285.4876261034666,5.273070201544781e-09,1,24.919083941887997,4989,3460,0.45454545454545453,0.000516350993696815,16,43
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_2, R_3",0.0,0.0062882516362765106,764.502528,305.40253866666666,3.763888814858913e-09,1,18.340841472,4710,3463,0.5454545454545454,0.0003800425305114742,13,24
"0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_3",1.0,0.49523652600025,0.0,0.0,1.0,5,17.883590387707038,4911,3485,0.36363636363636365,0.0018528389103495487,26,100
"1.0, 1.0, 1.0, 1.0, 1.0","A_1, R_0, R_2, R_4, R_7",0.0,0.0008372865266204709,802.6311331217408,336.1248434384623,2.3307566675900277e-09,1,26.933070684173106,4989,3500,0.45454545454545453,0.040119238242528735,20,48
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, R_0, R_2, R_3, R_6, R_7",0.0,0.04367251267108705,750.0,187.5,4.315127572016461e-08,1,19.75,4744,3502,0.6363636363636364,0.00040924185452779723,4,10
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_2, R_1, R_3, R_4, R_5",0.0,0.08219770699527804,670.03949056,362.7037218133333,1.5930886366109321e-09,3,15.279323996159999,4954,3505,0.5454545454545454,0.0009498135019928493,15,27
"1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_5",1.0,0.3106235164951286,0.0,0.0,1.0,4,16.29069267776281,4934,3515,0.36363636363636365,0.0013502447155422906,22,96
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, R_0, R_2, R_3, R_6",0.0,0.01814264131233257,845.1712,227.24607999999998,1.6501293850324488e-08,1,13.278297599999998,4459,3527,0.5454545454545454,0.0002751410194833417,11,20
"0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_3, R_4",1.0,0.10322704980176291,0.0,0.0,1.0,1,18.65061632,4836,3540,0.45454545454545453,0.0003864614081459849,12,49
"0.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, R_0, R_1, R_2, R_5",1.0,0.1287008517722451,1000.0,0.0,1.0,1,19.671366685917185,4687,3544,0.5454545454545454,0.00040761248524764953,19,24
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, R_0, R_4, R_6, R_7",1.0,0.004975344048642181,918.08,170.66666666666663,6.906475391588182e-08,1,22.034560000000003,4917,3547,0.5454545454545454,0.0004565804657267859,9,22
"0.0, 0.0, 1.0, 0.0, 1.0, 0.0","A_0, A_2, R_0, R_1, R_2, R_7",0.0,0.07932293118562318,0.0,0.0,1.0,1,18.25,4964,3558,0.5454545454545454,0.00037816019469024304,4,24
"0.0, 0.0, 1.0, 0.0, 0.0","A_1, A_2, R_0, R_1, R_5",0.0,0.010496936962268326,228.75473182720003,315.78786365440004,3.1843648688587004e-09,1,21.586548971929602,4964,3559,0.45454545454545453,0.00044729718147481443,17,41
"1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_5, R_6",1.0,0.11456596657723932,1000.0,0.0,1.0,2,21.047503490716718,4841,3565,0.45454545454545453,0.0008722551252375895,33,42
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_2, R_1, R_5, R_6, R_7",0.0,0.00967051295979143,595.2,361.38666666666666,1.6223306518814226e-09,1,18.2192,4981,3566,0.5454545454545454,0.00037752198460824527,8,24
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_2, R_4, R_5, R_6",0.0,0.07825543703116207,1000.0,0.0,1.0,1,13.0,3566,3566,0.8181818181818182,0.0002693743852588033,1,2
"1.0, 0.0, 0.0, 1.0","A_2, R_0, R_2, R_5",1.0,0.00158824204697213,924.6666463963411,177.61738304622492,5.656823974791774e-08,1,19.5347522417402,4880,3567,0.36363636363636365,0.015340239084254357,50,94
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, R_0, R_2, R_5, R_6",0.0,0.004764594072089689,973.1564544,73.81975039999995,4.561809422257124e-06,1,20.978982502399997,4399,3569,0.5454545454545454,0.00043470773191839915,14,21
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_3, R_4, R_6",0.0,0.03833018955424865,1000.0,0.0,1.0,1,26.2,3569,3569,0.6363636363636364,0.0005428929918292804,5,11
"1.0, 1.0, 0.0, 0.0, 0.0","A_0, R_3, R_4, R_5, R_6",1.0,0.0021744291710092474,239.20639999999997,347.77770666666663,1.9655826203835246e-09,1,16.5080832,4869,3581,0.45454545454545453,0.0003420657510616291,11,38
"1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_2, R_1, R_2, R_4",0.0,0.0013078525036602307,583.5149312,405.11818410666666,9.16413151893759e-10,1,27.7217168384,4981,3583,0.45454545454545453,0.0005744246485894319,14,39
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, R_0, R_2, R_3, R_4, R_6, R_7",0.0,0.09522330354918786,500.0,250.0,1.0240000000000001e-08,1,15.5,3673,3591,0.7272727272727273,0.00032117715165472694,2,4
"0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_2, R_5, R_6, R_7",0.0,0.004626251627881812,464.99860547266144,423.25163943793785,7.362185485559244e-10,1,18.654009355517033,4991,3603,0.45454545454545453,0.00502902563607744,22,37
"0.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, R_1, R_2, R_6",1.0,0.0103081462746201,331.0957494272,399.35450546176,9.844803627569426e-10,2,16.180094693376,4969,3605,0.45454545454545453,0.0006705389325319052,17,40
"0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_2, R_1, R_2, R_3, R_5, R_6",0.0,0.2704236980600412,1000.0,0.0,1.0,1,11.8,4233,3605,0.6363636363636364,0.0002445090573887599,5,8
"1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_1, R_5, R_7",0.0,0.007662648201051297,727.1656726528,332.9252818944,2.4449282536385616e-09,1,22.749159983030204,4897,3606,0.45454545454545453,0.0004713877681217637,23,35
"0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_1, A_2, R_0, R_1, R_3, R_4, R_6",1.0,0.06263386204696016,1000.0,0.0,1.0,1,17.25,4370,3611,0.6363636363636364,0.0003574390881318735,4,10
"0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_7",1.0,0.17774393735050892,0.0,0.0,1.0,3,20.326038159360003,4911,3623,0.45454545454545453,0.0012635340078287487,15,52
"0.0, 0.0, 0.0, 0.0, 1.0","A_0, R_1, R_3, R_5, R_6",1.0,0.007787135138237402,450.97121021952006,436.2490913314133,6.328886731475309e-10,1,12.76656435003392,4997,3629,0.45454545454545453,0.0002645373402813339,18,44
"0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0","A_0, A_2, R_1, R_2, R_3, R_4, R_5",0.0,0.0366043913673716,750.0,270.8333333333333,6.862611684033906e-09,1,16.5,4348,3632,0.6363636363636364,0.00034189825821309645,4,12
"0.0, 0.0, 0.0, 0.0, 1.0","A_2, R_1, R_2, R_6, R_7",1.0,0.00693500016359155,309.05190400000004,347.3455786666667,1.9778398561540536e-09,1,19.334923264000004,4883,3640,0.45454545454545453,0.00040064100525124115,13,41
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_5, R_6",1.0,0.034288259328396395,0.0,0.0,1.0,1,26.0,4619,3647,0.5454545454545454,0.0005387487705176066,2,16
"1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, R_1, R_2, R_7",1.0,0.006488458575872666,814.4683902454291,269.0925835812896,7.08747202941592e-09,1,23.52245688423634,4941,3648,0.45454545454545453,0.000487411335612913,33,46
"1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_3, R_4, R_5, R_7",0.0,0.0804519589900569,0.0,0.0,1.0,1,11.0,3988,3651,0.6363636363636364,0.0002279321721420643,1,11
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_3, R_4, R_7",0.0,0.02920470747060528,0.0,0.0,1.0,1,32.5,3921,3662,0.6363636363636364,0.0006734359631470081,2,10
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_1, R_0, R_1, R_3, R_4, R_6",0.0,0.010599125966889682,766.528,324.67626666666666,2.7717067683084984e-09,1,21.018943999999998,4955,3662,0.5454545454545454,0.0004355357783684008,10,16
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, R_1, R_2, R_3, R_6",1.0,0.019976240915203183,897.6,175.7866666666667,5.957586341917011e-08,2,16.912,4643,3669,0.5454545454545454,0.0007008707082302893,8,19
"0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_5",1.0,0.20974914030867473,1000.0,0.0,1.0,2,21.234335362777088,4812,3669,0.45454545454545453,0.0008799978514965147,20,37
"1.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, R_2, R_4, R_7",0.0,0.003704305601779732,476.00967679999997,426.6978781866667,7.069644629427062e-10,1,19.3653727232,4953,3673,0.45454545454545453,0.000401271951739969,14,41
"1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, R_2, R_3, R_4, R_6, R_7",0.0,0.01506531769617006,840.0,210.66666666666669,2.4100213069818983e-08,1,23.56,4799,3673,0.6363636363636364,0.00048818927051518494,6,8
"0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, R_0, R_2, R_3",1.0,0.13231541517507492,0.0,0.0,1.0,1,18.72992,4766,3674,0.45454545454545453,0.0003881046681497357,9,45
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_4, R_6",0.0,0.036390393885434455,787.5712000000001,260.4885333333333,8.337905096692878e-09,1,17.857331199999997,4778,3674,0.5454545454545454,0.0003700236626432959,11,20
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, R_1, R_2, R_4, R_7",0.0,0.06535332280158167,1000.0,0.0,1.0,1,23.871301120000002,4240,3687,0.5454545454545454,0.0004946397741944447,13,21
"0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_1, R_3",0.0,0.29614507543550733,1000.0,0.0,1.0,2,15.263952186310647,4640,3705,0.45454545454545453,0.0006325719595087994,27,38
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_2, R_6, R_7",1.0,0.057900421143248934,0.0,0.0,1.0,1,19.8,4374,3707,0.5454545454545454,0.00041027790985571574,5,21
"1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_1, A_2, R_0, R_2, R_3, R_5",1.0,0.066426088030115,918.08,131.07199999999997,2.5849394142282147e-07,1,13.94112,4919,3713,0.5454545454545454,0.0002888754330630159,9,19
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, R_0, R_2, R_6, R_7",1.0,0.0623737143899695,0.0,0.0,1.0,1,20.0064,4650,3722,0.5454545454545454,0.00041455474624936317,8,21
"1.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, R_6",1.0,0.0034791215194909632,951.9460940155409,122.7914369584557,3.5822805207383134e-07,2,15.70207085759264,4917,3724,0.36363636363636365,0.02251584426931908,35,73
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_2, R_7",0.0,0.34835326052007504,1000.0,0.0,1.0,2,17.4192,4124,3731,0.6363636363636364,0.0007218901987230994,8,11
"1.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, R_1, R_2, R_3, R_4, R_5",0.0,0.009612055608642145,897.6,175.7866666666667,5.957586341917011e-08,1,23.8928,4294,3745,0.5454545454545454,0.0004950852547778103,8,17
"0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_3",1.0,0.03327432131687671,0.0,0.0,1.0,1,31.68,4980,3747,0.45454545454545453,0.0006564446557691451,6,35
"0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_1, R_3",0.0,0.004128566684234901,738.265750700032,289.44684253620903,4.922162168295965e-09,1,14.306276757897216,4988,3755,0.45454545454545453,0.0002964418851539129,19,43
